uri,ref_id,level,title,instances
/repositories/4/archival_objects/732912,AC107.07_c182,file,"Kosmadaki, Polyxeni",/repositories/4/top_containers/67151: box 2014 951 ; 
/repositories/4/archival_objects/732913,AC107.07_c183,file,"Kostopoulou, Ilektra",/repositories/4/top_containers/63939: box 2014 1022 ; 
/repositories/4/archival_objects/732914,AC107.07_c184,file,"Kousouris, Dimitrios",/repositories/4/top_containers/63939: box 2014 1022 ; 
/repositories/4/archival_objects/732915,AC107.07_c185,file,"Koutsogiannis, Theodore",/repositories/4/top_containers/63939: box 2014 1022 ; 
/repositories/4/archival_objects/732916,AC107.07_c186,file,"Kovras, Iosif",/repositories/4/top_containers/63939: box 2014 1022 ; 
/repositories/4/archival_objects/732917,AC107.07_c187,file,"Kyriakidis, Savvas",/repositories/4/top_containers/63939: box 2014 1022 ; 
/repositories/4/archival_objects/732918,AC107.07_c188,file,"Leontakianakou, Eirini",/repositories/4/top_containers/63700: box 2014 1023 ; 
/repositories/4/archival_objects/732919,AC107.07_c189,file,"Lingas, Alexander",/repositories/4/top_containers/63878: box 2014 1024 ; 
/repositories/4/archival_objects/732920,AC107.07_c190,file,"Llewellyn-Smith, Michael",/repositories/4/top_containers/63879: box 2014 1025 ; 
/repositories/4/archival_objects/732921,AC107.07_c191,file,"Mailis, Athansios",/repositories/4/top_containers/63785: box 2014 1027 ; 
/repositories/4/archival_objects/732922,AC107.07_c192,file,"Manginis, Georgios",/repositories/4/top_containers/63785: box 2014 1027 ; 
/repositories/4/archival_objects/732923,AC107.07_c193,file,"Mavrodi, Georgia",/repositories/4/top_containers/63599: box 2014 1028 ; 
/repositories/4/archival_objects/732924,AC107.07_c194,file,"Mavrogordatos, Georgios",/repositories/4/top_containers/63599: box 2014 1028 ; 
/repositories/4/archival_objects/732925,AC107.07_c195,file,"McKinsey, Martin",/repositories/4/top_containers/63598: box 2014 1026 ; 
/repositories/4/archival_objects/732926,AC107.07_c196,file,"Mesko, Marek",/repositories/4/top_containers/63600: box 2014 1029 ; 
/repositories/4/archival_objects/732927,AC107.07_c197,file,"Moschonas, Gerasimos",/repositories/4/top_containers/63602: box 2014 1031 ; 
/repositories/4/archival_objects/732928,AC107.07_c198,file,"Moschovi, Alexandra",/repositories/4/top_containers/63602: box 2014 1031 ; 
/repositories/4/archival_objects/732929,AC107.07_c199,file,"Nanetti, Andrea",/repositories/4/top_containers/63602: box 2014 1031 ; 
/repositories/4/archival_objects/732930,AC107.07_c200,file,"Nikolentzos, Athansios",/repositories/4/top_containers/63603: box 2014 1033 ; 
/repositories/4/archival_objects/732931,AC107.07_c201,file,"Nikolopoulou, Kalliopi",/repositories/4/top_containers/63603: box 2014 1033 ; 
/repositories/4/archival_objects/732932,AC107.07_c202,file,"Nousia, Maria",/repositories/4/top_containers/67151: box 2014 951 ; 
/repositories/4/archival_objects/732933,AC107.07_c203,file,"Noutsos, Panagiotis",/repositories/4/top_containers/63604: box 2014 1034 ; 
/repositories/4/archival_objects/732934,AC107.07_c204,file,"Ntalachanis, Angelos",/repositories/4/top_containers/63583: box 2014 955 ; 
/repositories/4/archival_objects/732935,AC107.07_c205,file,"Oikonomou, Maria",/repositories/4/top_containers/63604: box 2014 1034 ; 
/repositories/4/archival_objects/732936,AC107.07_c206,file,"Oraiopoulos, Filippos",/repositories/4/top_containers/63788: box 2014 1035 ; 
/repositories/4/archival_objects/732937,AC107.07_c207,file,"Ozil, Ayse",/repositories/4/top_containers/63788: box 2014 1035 ; 
/repositories/4/archival_objects/732938,AC107.07_c208,file,"Panagiotopoulou, Anastasia",/repositories/4/top_containers/63788: box 2014 1035 ; 
/repositories/4/archival_objects/732939,AC107.07_c209,file,"Panopoulos, Panagiotis",/repositories/4/top_containers/63788: box 2014 1035 ; 
